,class,filename,height,image_id,width,xmax,xmin,ymax,ymin
1028,4,190119_184522_00166980.jpg,750,293,1151,937.0,832.0,734.0,640.0
1029,1,190119_183306_00166804.jpg,585,294,1043,391.0,313.0,443.0,395.0
1030,1,190119_183306_00166804.jpg,585,294,1043,460.0,319.0,500.0,413.0
1031,1,190119_183306_00166804.jpg,585,294,1043,953.0,874.0,391.0,348.0
1032,5,190119_183306_00166804.jpg,585,294,1043,1043.0,943.0,281.0,233.0
1033,4,190119_183306_00166804.jpg,585,294,1043,233.0,71.0,408.0,307.0
1034,1,190119_180518_00166484.jpg,711,295,656,188.0,99.0,456.0,371.0
1035,1,190119_180518_00166484.jpg,711,295,656,243.0,191.0,431.0,392.0
1036,4,190119_180518_00166484.jpg,711,295,656,520.0,430.0,406.0,298.0
1037,4,190119_183403_00166816.jpg,499,296,415,174.0,90.0,318.0,236.0
1038,2,190119_183403_00166816.jpg,499,296,415,238.0,114.0,422.0,382.0
1039,3,190109_182342_00154229.jpg,474,297,605,227.0,143.0,238.0,134.0
1040,4,190109_182342_00154229.jpg,474,297,605,328.0,241.0,227.0,157.0
1041,2,190109_182342_00154229.jpg,474,297,605,116.0,87.0,321.0,265.0
1042,3,190119_183127_00166777.jpg,331,298,476,377.0,287.0,193.0,99.0
1043,2,190119_183127_00166777.jpg,331,298,476,325.0,201.0,312.0,219.0
1044,1,190119_184422_00166966.jpg,369,299,668,437.0,364.0,181.0,141.0
1045,1,190119_184422_00166966.jpg,369,299,668,514.0,362.0,153.0,90.0
1046,4,190119_184422_00166966.jpg,369,299,668,614.0,523.0,295.0,194.0
1047,1,190119_183947_00166897.jpg,766,300,656,355.0,282.0,229.0,191.0
1048,5,190119_183947_00166897.jpg,766,300,656,559.0,487.0,273.0,191.0
1049,5,190119_183947_00166897.jpg,766,300,656,589.0,409.0,713.0,622.0
1050,4,190119_183947_00166897.jpg,766,300,656,570.0,509.0,483.0,415.0
1051,1,190119_181312_00166614.jpg,454,301,1085,680.0,629.0,184.0,147.0
1052,1,190119_181312_00166614.jpg,454,301,1085,620.0,546.0,206.0,122.0
1053,1,190119_181312_00166614.jpg,454,301,1085,147.0,84.0,334.0,291.0
1054,3,190119_181312_00166614.jpg,454,301,1085,474.0,262.0,319.0,239.0
1055,5,190119_181312_00166614.jpg,454,301,1085,496.0,393.0,333.0,243.0
1056,5,190119_181312_00166614.jpg,454,301,1085,466.0,275.0,348.0,240.0
1057,4,190119_181312_00166614.jpg,454,301,1085,968.0,861.0,169.0,77.0
1058,4,190119_181224_00166602.jpg,337,302,552,322.0,236.0,262.0,193.0
1059,4,190119_181224_00166602.jpg,337,302,552,504.0,389.0,266.0,206.0
1060,1,190119_175615_00166338.jpg,776,303,1151,754.0,682.0,575.0,529.0
1061,1,190119_175615_00166338.jpg,776,303,1151,809.0,660.0,632.0,559.0
1062,3,190119_175615_00166338.jpg,776,303,1151,185.0,86.0,581.0,502.0
1063,3,190119_175615_00166338.jpg,776,303,1151,432.0,325.0,501.0,407.0
1064,2,190119_175615_00166338.jpg,776,303,1151,400.0,265.0,597.0,502.0
1065,4,190119_175615_00166338.jpg,776,303,1151,1071.0,897.0,476.0,391.0
1066,1,190119_175526_00166326.jpg,498,304,1151,1000.0,929.0,340.0,294.0
1067,3,190119_175526_00166326.jpg,498,304,1151,324.0,189.0,319.0,235.0
1068,4,190119_175526_00166326.jpg,498,304,1151,535.0,424.0,291.0,233.0
1069,2,190119_175526_00166326.jpg,498,304,1151,81.0,0.0,240.0,172.0
1070,4,190119_175526_00166326.jpg,498,304,1151,610.0,493.0,388.0,311.0
1071,1,190119_175017_00166242.jpg,581,305,1151,789.0,727.0,446.0,408.0
1072,3,190119_175017_00166242.jpg,581,305,1151,1020.0,840.0,477.0,384.0
1073,4,190119_175017_00166242.jpg,581,305,1151,546.0,416.0,493.0,423.0
1074,5,190119_175017_00166242.jpg,581,305,1151,1038.0,861.0,495.0,375.0
1075,2,190119_175017_00166242.jpg,581,305,1151,215.0,69.0,402.0,324.0
1076,3,190119_185132_00167066.jpg,382,306,711,433.0,374.0,224.0,144.0
1077,2,190119_185132_00167066.jpg,382,306,711,650.0,514.0,231.0,151.0
1078,4,190119_185132_00167066.jpg,382,306,711,281.0,140.0,307.0,245.0
1079,3,190119_180753_00166525.jpg,718,307,950,215.0,126.0,518.0,414.0
1080,3,190119_180753_00166525.jpg,718,307,950,317.0,247.0,636.0,604.0
1081,3,190119_180753_00166525.jpg,718,307,950,393.0,320.0,628.0,598.0
1082,3,190119_180753_00166525.jpg,718,307,950,861.0,685.0,540.0,509.0
1083,2,190119_180753_00166525.jpg,718,307,950,744.0,598.0,497.0,407.0
1084,5,190119_175225_00166276.jpg,479,308,418,416.0,248.0,447.0,376.0
1085,3,190110_170942_00155329.jpg,267,309,360,247.0,134.0,190.0,118.0
1086,1,190119_181220_00166601.jpg,417,310,909,825.0,750.0,210.0,172.0
1087,3,190119_181220_00166601.jpg,417,310,909,137.0,78.0,265.0,157.0
1088,3,190119_181220_00166601.jpg,417,310,909,739.0,631.0,359.0,225.0
1089,5,190119_181220_00166601.jpg,417,310,909,786.0,596.0,356.0,251.0
1090,4,190119_181220_00166601.jpg,417,310,909,407.0,279.0,353.0,256.0
1091,1,190119_174851_00166220.jpg,409,311,587,156.0,109.0,289.0,250.0
1092,5,190119_174851_00166220.jpg,409,311,587,457.0,400.0,370.0,250.0
1093,3,190119_180219_00166434.jpg,685,312,1025,122.0,58.0,425.0,357.0
1094,4,190119_180219_00166434.jpg,685,312,1025,776.0,713.0,446.0,424.0
1095,4,190119_180219_00166434.jpg,685,312,1025,784.0,706.0,503.0,469.0
1096,5,190119_180219_00166434.jpg,685,312,1025,306.0,118.0,446.0,321.0
1097,2,190119_180219_00166434.jpg,685,312,1025,763.0,716.0,287.0,240.0
1098,2,190119_180219_00166434.jpg,685,312,1025,733.0,622.0,281.0,223.0
1099,4,190119_180219_00166434.jpg,685,312,1025,277.0,201.0,378.0,313.0
1100,1,190119_180713_00166515.jpg,677,313,1151,297.0,228.0,575.0,530.0
1101,4,190119_180713_00166515.jpg,677,313,1151,618.0,496.0,407.0,346.0
1102,5,190119_180713_00166515.jpg,677,313,1151,323.0,161.0,399.0,347.0
1103,2,190119_180713_00166515.jpg,677,313,1151,971.0,873.0,333.0,272.0
1104,1,190119_185025_00167049.jpg,519,314,1151,585.0,511.0,376.0,333.0
1105,1,190119_185025_00167049.jpg,519,314,1151,576.0,440.0,435.0,351.0
1106,2,190119_185025_00167049.jpg,519,314,1151,1151.0,1074.0,219.0,175.0
1107,4,190119_185025_00167049.jpg,519,314,1151,812.0,662.0,363.0,261.0
1108,4,190119_180217_00166433.jpg,316,315,535,448.0,344.0,152.0,95.0
1109,4,190119_180217_00166433.jpg,316,315,535,416.0,313.0,253.0,202.0
1110,1,190119_185119_00167063.jpg,336,316,418,293.0,248.0,276.0,234.0
1111,3,190119_185119_00167063.jpg,336,316,418,358.0,186.0,205.0,97.0
1112,5,190119_185119_00167063.jpg,336,316,418,371.0,185.0,204.0,97.0
1113,1,190119_183135_00166780.jpg,525,317,642,499.0,434.0,325.0,282.0
1114,5,190119_183135_00166780.jpg,525,317,642,364.0,179.0,244.0,201.0
1115,4,190119_175147_00166268.jpg,351,318,465,288.0,183.0,128.0,65.0
1116,4,190119_175147_00166268.jpg,351,318,465,208.0,116.0,151.0,90.0
1117,4,190109_182118_00154221.jpg,230,319,518,263.0,178.0,165.0,111.0
1118,1,190119_181556_00166658.jpg,538,320,969,365.0,302.0,390.0,362.0
1119,1,190119_181556_00166658.jpg,538,320,969,739.0,669.0,339.0,298.0
1120,3,190119_181556_00166658.jpg,538,320,969,307.0,87.0,498.0,433.0
1121,5,190119_181556_00166658.jpg,538,320,969,286.0,98.0,499.0,390.0
1122,5,190119_181556_00166658.jpg,538,320,969,969.0,818.0,464.0,412.0
1123,3,190119_184212_00166931.jpg,626,321,1151,879.0,768.0,503.0,406.0
1124,4,190119_184212_00166931.jpg,626,321,1151,466.0,355.0,530.0,460.0
1125,4,190119_184212_00166931.jpg,626,321,1151,462.0,349.0,460.0,393.0
1126,4,190119_184212_00166931.jpg,626,321,1151,956.0,860.0,342.0,246.0
1127,1,190119_180151_00166426.jpg,590,322,1151,962.0,897.0,402.0,354.0
1128,3,190119_180151_00166426.jpg,590,322,1151,526.0,417.0,507.0,453.0
1129,3,190119_180151_00166426.jpg,590,322,1151,847.0,604.0,325.0,293.0
1130,4,190119_180151_00166426.jpg,590,322,1151,1151.0,1097.0,428.0,380.0
1131,5,190119_180151_00166426.jpg,590,322,1151,155.0,85.0,349.0,226.0
1132,5,190119_180151_00166426.jpg,590,322,1151,411.0,298.0,530.0,420.0
1133,5,190119_180151_00166426.jpg,590,322,1151,850.0,635.0,361.0,234.0
1134,4,190119_180151_00166426.jpg,590,322,1151,438.0,352.0,408.0,338.0
1135,4,190119_175554_00166333.jpg,402,323,616,333.0,221.0,220.0,155.0
1136,4,190119_175554_00166333.jpg,402,323,616,504.0,374.0,275.0,199.0
1137,3,190119_174521_00166162.jpg,477,324,1151,542.0,481.0,397.0,278.0
1138,4,190119_174521_00166162.jpg,477,324,1151,1103.0,993.0,437.0,381.0
1139,2,190119_174521_00166162.jpg,477,324,1151,360.0,277.0,326.0,253.0
1140,4,190119_174521_00166162.jpg,477,324,1151,1058.0,977.0,374.0,304.0
1141,4,190110_170002_00155272.jpg,395,325,917,202.0,47.0,380.0,336.0
1142,4,190110_170002_00155272.jpg,395,325,917,596.0,488.0,292.0,191.0
1143,3,190127_094522_00176960.jpg,519,326,1090,234.0,90.0,328.0,254.0
1144,5,190127_094522_00176960.jpg,519,326,1090,933.0,881.0,382.0,293.0
1145,2,190127_094522_00176960.jpg,519,326,1090,181.0,130.0,454.0,391.0
1146,2,190127_094522_00176960.jpg,519,326,1090,123.0,96.0,445.0,386.0
1147,4,190127_133748_00177970.jpg,486,327,521,321.0,205.0,341.0,274.0
1148,5,190122_181747_00169866.jpg,493,328,576,391.0,247.0,215.0,139.0
1149,4,190122_181747_00169866.jpg,493,328,576,385.0,302.0,322.0,219.0
1150,3,190127_140105_00178293.jpg,377,329,592,459.0,375.0,257.0,151.0
1151,2,190127_140105_00178293.jpg,377,329,592,360.0,326.0,117.0,55.0
1152,3,190127_135525_00178197.jpg,540,330,1084,670.0,646.0,523.0,436.0
1153,2,190127_135525_00178197.jpg,540,330,1084,218.0,166.0,295.0,261.0
1154,2,190127_135525_00178197.jpg,540,330,1084,259.0,206.0,298.0,243.0
1155,2,190127_135525_00178197.jpg,540,330,1084,921.0,862.0,342.0,305.0
1156,2,190127_135525_00178197.jpg,540,330,1084,861.0,824.0,317.0,267.0
1157,2,190127_135525_00178197.jpg,540,330,1084,884.0,841.0,322.0,268.0
1158,1,190127_103132_00177495.jpg,502,331,1151,894.0,807.0,332.0,224.0
1159,3,190127_103132_00177495.jpg,502,331,1151,1083.0,914.0,291.0,269.0
1160,5,190127_103132_00177495.jpg,502,331,1151,953.0,775.0,224.0,182.0
1161,2,190127_103132_00177495.jpg,502,331,1151,447.0,400.0,325.0,277.0
1162,2,190127_103132_00177495.jpg,502,331,1151,716.0,648.0,321.0,268.0
1163,1,190122_181856_00169876.jpg,656,332,1151,371.0,241.0,286.0,200.0
1164,1,190122_181856_00169876.jpg,656,332,1151,271.0,211.0,244.0,204.0
1165,1,190122_181856_00169876.jpg,656,332,1151,982.0,953.0,428.0,405.0
1166,4,190122_181856_00169876.jpg,656,332,1151,450.0,393.0,410.0,363.0
1167,4,190122_181856_00169876.jpg,656,332,1151,260.0,212.0,414.0,375.0
1168,2,190122_181856_00169876.jpg,656,332,1151,696.0,621.0,382.0,325.0
1169,2,190122_181856_00169876.jpg,656,332,1151,1075.0,972.0,514.0,480.0
1170,2,190122_181856_00169876.jpg,656,332,1151,1150.0,1048.0,568.0,527.0
1171,2,190122_181856_00169876.jpg,656,332,1151,1151.0,1112.0,433.0,392.0
1172,4,190122_181856_00169876.jpg,656,332,1151,781.0,663.0,521.0,448.0
1173,4,190125_180347_00174552.jpg,548,333,1151,17.0,0.0,316.0,284.0
1174,4,190125_180347_00174552.jpg,548,333,1151,72.0,39.0,358.0,325.0
1175,2,190125_180347_00174552.jpg,548,333,1151,835.0,782.0,359.0,321.0
1176,2,190125_180347_00174552.jpg,548,333,1151,852.0,809.0,372.0,323.0
1177,3,190127_142536_00178360.jpg,551,334,1126,487.0,381.0,409.0,342.0
1178,3,190127_142536_00178360.jpg,551,334,1126,959.0,829.0,286.0,183.0
1179,4,190127_142536_00178360.jpg,551,334,1126,705.0,606.0,508.0,448.0
1180,5,190127_142536_00178360.jpg,551,334,1126,823.0,723.0,533.0,444.0
1181,5,190127_142536_00178360.jpg,551,334,1126,1068.0,883.0,295.0,221.0
1182,2,190127_142536_00178360.jpg,551,334,1126,211.0,124.0,317.0,239.0
1183,1,190125_181057_00174662.jpg,509,335,526,202.0,138.0,322.0,274.0
1184,3,190125_181057_00174662.jpg,509,335,526,268.0,139.0,287.0,258.0
1185,2,190125_181057_00174662.jpg,509,335,526,128.0,67.0,434.0,385.0
1186,2,190125_181057_00174662.jpg,509,335,526,397.0,257.0,421.0,383.0
1187,4,190127_102555_00177401.jpg,520,336,594,419.0,299.0,404.0,320.0
1188,5,190122_175236_00169536.jpg,627,337,646,375.0,313.0,456.0,397.0
1189,3,190127_150123_00178705.jpg,417,338,526,241.0,81.0,230.0,180.0
1190,5,190127_150123_00178705.jpg,417,338,526,302.0,114.0,402.0,277.0
1191,2,190127_150123_00178705.jpg,417,338,526,410.0,340.0,178.0,128.0
1192,3,190127_152350_00178929.jpg,379,339,606,446.0,331.0,336.0,302.0
1193,5,190127_152350_00178929.jpg,379,339,606,377.0,218.0,163.0,73.0
1194,2,190127_152350_00178929.jpg,379,339,606,324.0,254.0,252.0,201.0
1195,3,190127_145641_00178625.jpg,406,340,563,416.0,319.0,312.0,267.0
1196,4,190127_145641_00178625.jpg,406,340,563,268.0,204.0,157.0,142.0
1197,2,190127_145641_00178625.jpg,406,340,563,196.0,83.0,259.0,178.0
1198,3,190127_151740_00178813.jpg,408,341,498,220.0,84.0,242.0,172.0
1199,5,190127_151740_00178813.jpg,408,341,498,276.0,85.0,394.0,274.0
1200,2,190127_151740_00178813.jpg,408,341,498,317.0,200.0,239.0,186.0
1201,3,190127_134123_00178023.jpg,492,342,658,400.0,348.0,388.0,317.0
1202,4,190127_134123_00178023.jpg,492,342,658,513.0,447.0,287.0,219.0
1203,5,190127_104121_00177607.jpg,404,343,489,387.0,214.0,254.0,206.0
1204,3,190127_143526_00178526.jpg,299,344,500,234.0,56.0,251.0,186.0
1205,3,190127_143529_00178527.jpg,528,345,1151,470.0,325.0,336.0,274.0
1206,3,190127_143529_00178527.jpg,528,345,1151,71.0,0.0,279.0,167.0
1207,2,190127_143529_00178527.jpg,528,345,1151,851.0,809.0,278.0,219.0
1208,2,190127_143529_00178527.jpg,528,345,1151,52.0,9.0,326.0,264.0
1209,2,190127_143529_00178527.jpg,528,345,1151,811.0,750.0,284.0,219.0
1210,4,190127_101112_00177187.jpg,349,346,507,334.0,262.0,235.0,181.0
1211,3,190122_174501_00169441.jpg,232,347,506,429.0,178.0,203.0,166.0
1212,3,190127_134448_00178077.jpg,582,348,917,355.0,209.0,269.0,188.0
1213,4,190127_134448_00178077.jpg,582,348,917,883.0,852.0,406.0,351.0
1214,2,190127_134448_00178077.jpg,582,348,917,536.0,416.0,273.0,224.0
1215,2,190127_150203_00178717.jpg,458,349,700,566.0,476.0,315.0,277.0
1216,2,190127_150203_00178717.jpg,458,349,700,597.0,549.0,342.0,276.0
1217,2,190127_150203_00178717.jpg,458,349,700,551.0,503.0,348.0,317.0
1218,1,190127_143520_00178524.jpg,364,350,723,486.0,456.0,206.0,187.0
1219,4,190127_143520_00178524.jpg,364,350,723,354.0,329.0,153.0,118.0
1220,4,190127_143520_00178524.jpg,364,350,723,426.0,372.0,271.0,212.0
1221,4,190127_143520_00178524.jpg,364,350,723,450.0,398.0,153.0,124.0
1222,5,190127_143537_00178529.jpg,387,351,600,447.0,271.0,200.0,164.0
1223,5,190127_143537_00178529.jpg,387,351,600,317.0,199.0,315.0,201.0
1224,5,190127_143537_00178529.jpg,387,351,600,298.0,164.0,314.0,218.0
1225,3,190125_180827_00174623.jpg,411,352,576,403.0,155.0,94.0,70.0
1226,2,190125_180827_00174623.jpg,411,352,576,157.0,72.0,293.0,227.0
1227,3,190127_142428_00178344.jpg,320,353,523,239.0,96.0,283.0,225.0
1228,2,190127_142428_00178344.jpg,320,353,523,473.0,420.0,195.0,137.0
1229,3,190125_182125_00174825.jpg,472,354,959,864.0,621.0,424.0,384.0
1230,5,190125_182125_00174825.jpg,472,354,959,417.0,265.0,376.0,280.0
1231,2,190125_182125_00174825.jpg,472,354,959,908.0,864.0,183.0,124.0
1232,1,190122_175605_00169568.jpg,682,355,514,193.0,125.0,614.0,580.0
1233,3,190127_104357_00177647.jpg,422,356,593,493.0,359.0,311.0,281.0
1234,3,190127_104357_00177647.jpg,422,356,593,175.0,155.0,393.0,311.0
1235,4,190127_104357_00177647.jpg,422,356,593,445.0,362.0,123.0,83.0
1236,4,190122_174854_00169493.jpg,405,357,730,567.0,402.0,183.0,122.0
1237,3,190127_134008_00178004.jpg,370,358,430,184.0,82.0,172.0,139.0
1238,4,190127_134008_00178004.jpg,370,358,430,347.0,282.0,151.0,126.0
1239,4,190127_134008_00178004.jpg,370,358,430,256.0,230.0,166.0,122.0
1240,3,190127_151847_00178835.jpg,633,359,549,86.0,56.0,600.0,532.0
1241,4,190127_151847_00178835.jpg,633,359,549,344.0,291.0,457.0,389.0
1242,4,190122_180448_00169684.jpg,616,360,1151,997.0,926.0,208.0,145.0
1243,2,190122_180448_00169684.jpg,616,360,1151,860.0,778.0,377.0,287.0
1244,2,190122_180448_00169684.jpg,616,360,1151,350.0,255.0,317.0,252.0
1245,4,190122_180448_00169684.jpg,616,360,1151,418.0,313.0,415.0,340.0
1246,1,190127_143623_00178543.jpg,484,361,995,542.0,477.0,216.0,178.0
1247,3,190127_143623_00178543.jpg,484,361,995,241.0,76.0,243.0,206.0
1248,4,190127_143623_00178543.jpg,484,361,995,430.0,380.0,120.0,89.0
1249,4,190127_143623_00178543.jpg,484,361,995,291.0,266.0,238.0,201.0
1250,4,190127_143623_00178543.jpg,484,361,995,335.0,287.0,152.0,126.0
1251,4,190127_143623_00178543.jpg,484,361,995,892.0,816.0,287.0,253.0
1252,5,190127_143623_00178543.jpg,484,361,995,393.0,206.0,347.0,231.0
1253,1,190122_180138_00169643.jpg,559,362,1053,234.0,161.0,403.0,361.0
1254,1,190122_180138_00169643.jpg,559,362,1053,237.0,85.0,375.0,309.0
1255,3,190122_180138_00169643.jpg,559,362,1053,224.0,83.0,376.0,313.0
1256,4,190122_180138_00169643.jpg,559,362,1053,760.0,697.0,240.0,206.0
1257,2,190122_180138_00169643.jpg,559,362,1053,833.0,715.0,397.0,356.0
1258,3,190125_181308_00174698.jpg,345,363,802,203.0,93.0,137.0,111.0
1259,3,190125_181308_00174698.jpg,345,363,802,350.0,202.0,256.0,199.0
1260,3,190125_181308_00174698.jpg,345,363,802,610.0,471.0,202.0,109.0
1261,4,190127_140002_00178275.jpg,535,364,729,264.0,236.0,458.0,424.0
1262,4,190127_140002_00178275.jpg,535,364,729,270.0,240.0,318.0,294.0
1263,5,190127_140002_00178275.jpg,535,364,729,418.0,291.0,250.0,154.0
1264,2,190127_140002_00178275.jpg,535,364,729,197.0,137.0,354.0,279.0
1265,4,190127_145650_00178627.jpg,551,365,1151,981.0,898.0,421.0,379.0
1266,2,190127_145650_00178627.jpg,551,365,1151,246.0,158.0,196.0,159.0
1267,2,190127_145650_00178627.jpg,551,365,1151,766.0,696.0,348.0,295.0
1268,2,190127_145650_00178627.jpg,551,365,1151,284.0,199.0,218.0,179.0
1269,3,190127_142820_00178404.jpg,370,366,598,508.0,331.0,196.0,132.0
1270,2,190127_142820_00178404.jpg,370,366,598,275.0,228.0,177.0,116.0
1271,3,190127_151647_00178797.jpg,552,367,1151,127.0,53.0,376.0,313.0
1272,4,190127_151647_00178797.jpg,552,367,1151,851.0,826.0,247.0,210.0
1273,4,190127_151647_00178797.jpg,552,367,1151,885.0,861.0,236.0,194.0
1274,2,190127_151647_00178797.jpg,552,367,1151,272.0,169.0,217.0,145.0
1275,2,190127_151647_00178797.jpg,552,367,1151,747.0,623.0,272.0,181.0
1276,3,190122_180438_00169682.jpg,617,368,1151,429.0,316.0,294.0,195.0
1277,3,190122_180438_00169682.jpg,617,368,1151,1096.0,946.0,209.0,144.0
1278,4,190122_180438_00169682.jpg,617,368,1151,1052.0,949.0,293.0,243.0
1279,5,190122_180438_00169682.jpg,617,368,1151,1069.0,893.0,259.0,185.0
1280,2,190122_180438_00169682.jpg,617,368,1151,362.0,281.0,391.0,336.0
1281,2,190122_180438_00169682.jpg,617,368,1151,102.0,15.0,590.0,512.0
1282,5,190127_134018_00178007.jpg,484,369,626,509.0,356.0,357.0,307.0
1283,2,190127_134018_00178007.jpg,484,369,626,563.0,458.0,323.0,262.0
1284,4,190127_134018_00178007.jpg,484,369,626,361.0,258.0,287.0,206.0
1285,1,190127_143912_00178592.jpg,418,370,793,388.0,363.0,230.0,207.0
1286,3,190127_143912_00178592.jpg,418,370,793,605.0,477.0,204.0,75.0
1287,3,190127_143912_00178592.jpg,418,370,793,360.0,275.0,243.0,181.0
1288,4,190127_103919_00177581.jpg,417,371,607,350.0,283.0,239.0,201.0
1289,3,190127_101732_00177282.jpg,463,372,1027,619.0,578.0,436.0,361.0
1290,4,190127_101732_00177282.jpg,463,372,1027,203.0,167.0,191.0,166.0
1291,4,190127_101732_00177282.jpg,463,372,1027,788.0,733.0,408.0,392.0
1292,4,190127_101732_00177282.jpg,463,372,1027,195.0,153.0,178.0,160.0
1293,4,190127_101732_00177282.jpg,463,372,1027,239.0,209.0,212.0,183.0
1294,2,190127_101732_00177282.jpg,463,372,1027,459.0,383.0,216.0,165.0
1295,2,190127_101732_00177282.jpg,463,372,1027,874.0,779.0,244.0,178.0
1296,4,190127_101732_00177282.jpg,463,372,1027,922.0,797.0,377.0,296.0
1297,4,190127_104350_00177645.jpg,504,373,695,545.0,493.0,447.0,412.0
1298,4,190127_104350_00177645.jpg,504,373,695,360.0,316.0,286.0,272.0
1299,4,190127_104350_00177645.jpg,504,373,695,459.0,444.0,376.0,354.0
1300,2,190127_104350_00177645.jpg,504,373,695,267.0,188.0,411.0,361.0
1301,2,190127_104350_00177645.jpg,504,373,695,295.0,175.0,233.0,194.0
1302,2,190127_104350_00177645.jpg,504,373,695,646.0,584.0,375.0,281.0
1303,1,190127_145854_00178660.jpg,461,374,676,397.0,323.0,289.0,259.0
1304,3,190127_145854_00178660.jpg,461,374,676,620.0,570.0,330.0,224.0
1305,4,190127_145854_00178660.jpg,461,374,676,294.0,277.0,236.0,205.0
1306,4,190127_145854_00178660.jpg,461,374,676,187.0,147.0,278.0,220.0
1307,3,190127_152246_00178909.jpg,680,376,595,288.0,155.0,507.0,432.0
1308,5,190127_152246_00178909.jpg,680,376,595,535.0,439.0,504.0,375.0
1309,3,190125_182150_00174832.jpg,468,377,519,342.0,234.0,238.0,217.0
1310,4,190125_182150_00174832.jpg,468,377,519,281.0,190.0,274.0,224.0
1311,4,190125_182150_00174832.jpg,468,377,519,355.0,337.0,286.0,235.0
1312,4,190127_095013_00177029.jpg,491,378,593,434.0,383.0,233.0,194.0
1313,4,190127_095013_00177029.jpg,491,378,593,486.0,455.0,243.0,203.0
1314,5,190127_095013_00177029.jpg,491,378,593,310.0,201.0,256.0,139.0
1315,2,190127_102811_00177440.jpg,538,379,740,430.0,374.0,412.0,351.0
1316,2,190127_102811_00177440.jpg,538,379,740,396.0,311.0,429.0,373.0
1317,1,190127_101818_00177294.jpg,534,380,1151,747.0,676.0,382.0,338.0
1318,3,190127_101818_00177294.jpg,534,380,1151,127.0,17.0,299.0,242.0
1319,3,190127_101818_00177294.jpg,534,380,1151,1076.0,840.0,407.0,352.0
1320,5,190127_101818_00177294.jpg,534,380,1151,781.0,713.0,196.0,106.0
1321,2,190127_101818_00177294.jpg,534,380,1151,211.0,157.0,456.0,398.0
1322,1,190127_142955_00178432.jpg,477,381,1109,894.0,734.0,208.0,135.0
1323,3,190127_142955_00178432.jpg,477,381,1109,999.0,877.0,283.0,240.0
1324,5,190127_142955_00178432.jpg,477,381,1109,439.0,283.0,272.0,184.0
1325,5,190127_142955_00178432.jpg,477,381,1109,493.0,324.0,314.0,219.0
1326,4,190127_142955_00178432.jpg,477,381,1109,317.0,187.0,368.0,272.0
1327,4,190127_133816_00177976.jpg,537,382,712,283.0,192.0,353.0,314.0
1328,2,190127_133816_00177976.jpg,537,382,712,394.0,340.0,271.0,237.0
1329,2,190127_133816_00177976.jpg,537,382,712,363.0,302.0,228.0,213.0
1330,4,190127_095136_00177053.jpg,393,383,549,325.0,210.0,173.0,108.0
1331,3,190125_182603_00174901.jpg,469,384,496,370.0,222.0,281.0,199.0
1332,4,190125_182603_00174901.jpg,469,384,496,307.0,260.0,304.0,288.0
1333,4,190125_182603_00174901.jpg,469,384,496,347.0,282.0,324.0,285.0
1334,4,190127_135518_00178195.jpg,402,385,572,312.0,173.0,295.0,181.0
1335,4,190127_133846_00177983.jpg,549,386,674,415.0,381.0,409.0,380.0
1336,4,190127_133846_00177983.jpg,549,386,674,527.0,472.0,424.0,395.0
1337,2,190127_133846_00177983.jpg,549,386,674,378.0,286.0,336.0,274.0
1338,4,190127_104124_00177608.jpg,508,387,611,303.0,254.0,251.0,213.0
1339,4,190127_104124_00177608.jpg,508,387,611,328.0,267.0,290.0,255.0
1340,3,190125_180948_00174641.jpg,472,388,764,499.0,359.0,227.0,156.0
1341,3,190125_180948_00174641.jpg,472,388,764,308.0,156.0,359.0,302.0
1342,3,190125_180948_00174641.jpg,472,388,764,459.0,369.0,308.0,258.0
1343,3,190127_135434_00178181.jpg,654,389,581,227.0,182.0,529.0,485.0
1344,4,190127_135434_00178181.jpg,654,389,581,292.0,216.0,519.0,478.0
1345,3,190127_102950_00177467.jpg,464,390,594,272.0,222.0,420.0,318.0
1346,4,190127_102950_00177467.jpg,464,390,594,467.0,354.0,221.0,145.0
1347,5,190127_102950_00177467.jpg,464,390,594,539.0,363.0,380.0,267.0
1348,2,190127_102950_00177467.jpg,464,390,594,355.0,253.0,195.0,155.0
1349,3,190125_182325_00174860.jpg,457,391,1151,290.0,265.0,247.0,193.0
1350,5,190125_182325_00174860.jpg,457,391,1151,865.0,703.0,221.0,144.0
1351,2,190125_182325_00174860.jpg,457,391,1151,354.0,328.0,147.0,88.0
1352,2,190125_182325_00174860.jpg,457,391,1151,397.0,358.0,148.0,92.0
1353,3,190122_175447_00169556.jpg,647,392,516,428.0,290.0,478.0,428.0
1354,1,190127_142338_00178335.jpg,402,393,735,598.0,559.0,179.0,155.0
1355,5,190127_142338_00178335.jpg,402,393,735,186.0,114.0,280.0,168.0
1356,2,190127_142338_00178335.jpg,402,393,735,373.0,302.0,190.0,132.0
1357,2,190127_142338_00178335.jpg,402,393,735,349.0,281.0,267.0,228.0
1358,3,190127_143916_00178593.jpg,366,394,639,203.0,46.0,120.0,75.0
1359,4,190127_143916_00178593.jpg,366,394,639,348.0,279.0,228.0,179.0
1360,5,190127_143916_00178593.jpg,366,394,639,425.0,265.0,108.0,93.0
1361,2,190127_143916_00178593.jpg,366,394,639,196.0,163.0,183.0,159.0
1362,2,190127_143916_00178593.jpg,366,394,639,538.0,431.0,238.0,176.0
1363,4,190127_095139_00177054.jpg,542,395,1151,264.0,216.0,371.0,339.0
